f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
-0.5074136566109131,-0.08551671578086396,-0.0855517219645585,0.3344475807431986,-0.09208485526640994,-0.0919962886557636,-0.61639411348714,-0.08573340340894818,-0.08574145273998887,0.7435630310455175,-0.09176867285936112,-0.09174117873321434,-0.2773273130469435,-0.4081270724083655,1.1588988550906418,0.4047286911669448,-0.3185178361515271,-0.03229168418603131,4.4258060869557765,-0.5224635766134824,-0.31825466552112675,0.0,1.0397588437257397,0.7459380767719748,1.8796112099007063,-0.4047731031666225,2.6300996768484057,1.3582934407406178,-0.5210732345322818,1.5922234430204965,0.8630482697916906,1.7557466404447435,0.7941699518077452,3.6539181909832825,1.0710819639583022,1.2298120638701155,2.9222431081423954,1.226753310026616,1.5315815787644191,0.0,-0.5319220150400639,-0.08417032310207828,0.7706853711077313,-0.4322006756041513,0.0,training,0.040455120101137804,,0,-0.46543093377827843,-0.7659542794023035,-14.228785,-11.696255
-0.7094244813224576,-0.08590303420557516,-0.0859523408311122,1.1674167585227502,-0.09183945729819602,-0.0915284573319385,-0.7121848192710516,-0.08576994466295147,-0.08577865720920502,0.979945407279294,-0.0917390505199866,-0.0917028665478556,-0.2773273130469435,-0.5134955599889814,0.06598756854637022,-0.4113768294440156,-0.3841491882529469,-0.03229168418603131,-0.3564339135198682,-0.5234339584689209,-0.563577026690484,0.0,0.615341374919941,1.3504903072691783,1.8796112099007063,0.19980322951100127,1.7016904320389268,1.1571584636159762,0.3503274454238485,2.198550841854552,1.8664936349629255,1.7557466404447435,-0.2691595796712001,-0.7506143264058318,-0.3246665424601907,-0.26662428087780965,-0.6458811069288078,-0.3008192903305699,-0.2684116936829661,0.0,-0.5382783819972792,-0.08417032310207828,-0.8345119632308926,-0.5401787084387211,1.0,training,0.05562579013906448,,1,0.9385520700991917,-1.8685249625352074,14.570925,-3.3040812
2.0879423227198317,-0.0855021257146969,-0.0853534351890254,-0.98956923837098,-0.09182543101068558,-0.09209087275466377,1.2668511622245613,-0.08573330393185016,-0.0857124717185139,-0.9081640898749932,-0.091731509159622,-0.09176485811549764,-0.2773273130469435,0.1613945005705284,-0.2897794312801529,0.2727364011851308,1.2790089388625772,-0.03229168418603131,1.388979735425342,1.8627264994699304,1.18174718638128,0.0,-0.9803807990334068,-1.443007135461016,-0.6273578532185753,-0.5820104645379128,-1.0612127727181897,-0.9964647252730204,-0.7241969361537575,-1.2719397177512186,-1.395173249967646,-0.6157253244588146,-0.07421801718701909,1.2286521673259132,0.0236239252737791,-0.09312152787099504,2.173403607589325,0.2519177002157393,-0.2684116936829661,0.0,1.9563548772341048,-0.08417032310207828,1.6707313209202008,1.111457686421672,1.0,training,0.01390644753476612,,0,-2.3659405535242652,-0.39575694911566517,6.8801208,-0.1303754
-0.7246295971609609,-0.08594700335952413,-0.08599738309798245,-1.5824964896816558,-0.09104405508255882,-0.09146775966217187,-0.7390062168905468,-0.08579309464161063,-0.08580224490900619,-1.6125919982308372,-0.09164361972524937,-0.0917030217207408,-0.2773273130469435,-0.6636281633425577,-1.4602004059045828,-1.0238379050392044,-0.6922883863691127,-0.03229168418603131,-0.3564339135198682,-0.5234339584689209,-0.7162382443132108,0.0,-1.7240520885754431,-1.7583636490878027,-0.6273578532185753,-1.3813017317220513,-1.626023373402597,-1.8209110807723061,-1.3364824245631879,-1.4327045342885472,-1.7952017326794767,-0.6157253244588146,-0.32701278177225523,-0.5702782398023508,-0.3676046914715824,-0.3821350832886324,-0.5564043871191334,-0.3872347406287654,-0.2684116936829661,0.0,-0.5383602442990009,-0.08417032310207828,-0.8094722233450842,-0.5401787084387211,1.0,training,0.16561314791403287,,1,1.4488310158816493,-2.3910138555673788,-18.486202,19.309666
-0.6851936686438574,-0.08591747837108056,-0.08596506036407114,0.4803217144982344,-0.09164420641099297,-0.09151678947721853,-0.7489583670598858,-0.08579146155925159,-0.08580077430454118,0.3495924039892222,-0.09171762126347732,-0.09170561310792384,-0.2773273130469435,-0.4708164249131676,-0.26231779816258083,-0.7239458055073325,-0.4554487025813075,-0.03229168418603131,-0.3564339135198682,-0.5214931947580439,-0.6384421784928821,0.0,-0.16348655752781305,0.09477206296342122,-0.6273578532185753,-0.22458178577247725,0.12247261572421443,-0.060299721450238535,-0.102726723844921,0.29319005326399283,0.2322273530904753,-0.6157253244588146,-0.047605282026098594,-0.2632638466857786,-0.06768430726249369,-0.08017356122869551,-0.22480289546396648,-0.12320954105006655,-0.2684116936829661,0.0,-0.5261434996244135,-0.08417032310207828,-0.6217318694547139,-0.5131680067638467,1.0,training,0.31605562579013907,,1,-2.656686125406329,0.5135463800913999,17.035181,-35.134064
-0.6875343576584054,-0.0859126371218524,-0.08596037840876926,-0.08505669562876728,-0.09151561142107408,-0.09153925630386016,-0.7289229847027666,-0.08578759853194544,-0.08579658299891826,-0.14550437332751254,-0.09169847303572028,-0.09170373551601277,-0.2773273130469435,-0.5140552863506315,-0.4847878821824623,-0.7754508820661934,-0.5240334655272911,-0.03229168418603131,-0.3564339135198682,-0.5234339584689209,-0.6579276289619992,0.0,-0.4824559748055728,-0.3413997665927833,-0.6273578532185753,-0.4525287255361091,-0.22016038314431266,-0.4060744100659833,-0.3853336130574088,-0.04309941690537955,-0.2002517311967764,-0.6157253244588146,0.3362473709353552,-0.051094092383412,0.32768292625505,0.5811687349626069,-0.128413811033802,0.5339440552003948,1.5315815787644191,0.0,-0.5361114387164103,-0.08417032310207828,-0.5512282700527371,-0.5293614729957857,1.0,training,0.30973451327433627,,1,-0.8788962773831378,-0.3700812649399059,34.478485,5.706985
-0.6954177982594029,-0.08592863313985012,-0.08597694430727365,0.042699313233127034,-0.09150518480026984,-0.09149469502891902,-0.675381021785654,-0.08578536361314341,-0.0857934627310455,-0.08398596525241175,-0.09170041268601983,-0.09170344068753088,-0.2773273130469435,-0.511956312494444,-0.3607476966401706,-0.7655655020505342,-0.4901736543295132,-0.03229168418603131,-0.3564339135198682,-0.5234339584689209,-0.6541492867657716,0.0,-0.4211998452872103,-0.26719823397471565,-0.6273578532185753,-0.44169755345230793,-0.15852526861697114,-0.3620021871372015,-0.3341111143876454,-0.015424722352787912,-0.162109071117168,-0.6157253244588146,-0.27243701010973703,-0.6047373646310414,-0.31638930891582595,-0.3753623007372757,-0.5832858050877051,-0.3973124163512197,-0.2684116936829661,0.0,-0.5384372911712096,-0.08417032310207828,-0.7843170929528895,-0.5401787084387211,1.0,training,0.3147914032869785,,1,-1.3301112219971583,-0.23852363539315402,36.482082,-9.050244
-0.6182499628277867,-0.08588140111655834,-0.08592424909930088,1.259401084903314,-0.09189221103440792,-0.09155675808594012,-0.6350480930345334,-0.08577951104387703,-0.08579016340422999,1.1358482222641382,-0.09174646774273204,-0.09170451138043884,-0.2773273130469435,-0.3846185652190647,0.5383893697037048,0.09356388840130657,-0.3659514042611896,-0.03229168418603131,-0.3564339135198682,-0.23758901574926636,-0.4299856418952895,0.0,0.7356659150452962,1.3086330324589863,1.8796112099007063,-0.27282973414577305,2.026852059860333,1.0710845248758722,-0.19722340242534653,2.310088247172574,1.5807170894433986,1.7557466404447435,-0.2456931777312751,-0.6078550949726851,-0.2903936223155557,-0.2552699101299469,-0.6245679826822974,-0.2913853973324001,-0.2684116936829661,0.0,-0.4689361970094751,-0.08417032310207828,-0.7531616562286118,-0.44301791104708665,1.0,training,0.061946902654867256,,1,1.1779599716985374,-1.733564348905474,37.13012,-5.1765943
1.865108728534868,-0.07281738955207437,-0.07268111968298162,0.1281796973443583,-0.09219421065841624,-0.09216087988298356,1.0914029221571866,-0.07312562626828223,-0.07311000489609062,0.2724837144156369,-0.0917877636734693,-0.09177792367243244,0.3826153500101755,1.9637133850835882,0.09252352863750724,3.4495380698538103,0.7124910404962308,-0.03229168418603131,-0.3564339135198682,1.3526722006376963,2.2547963701099545,0.0,1.5669991013659328,0.8814985690549824,0.6258259022087178,1.4685273413271545,0.21225605027191616,1.011631391931676,0.6638444631439522,-0.2812695154791993,-0.2683217091850005,-0.6157253244588146,-0.233370039282376,-0.6820242588896762,-0.2839270336090208,-0.2553944098091998,-0.6693063425871346,-0.2958671155283811,-0.2684116936829661,0.0,1.5061122177646824,-0.08417032310207828,1.6845781816865466,0.9064484039253234,0.0,training,0.0025284450063211127,,0,0.8889457292894091,-1.8408432435138113,-4.2685137,-6.385685
-0.5465499769341545,-0.08588457114002555,-0.08592233917985763,-0.14730871449238148,-0.08312044390353247,-0.08316099185823919,-0.6182090952809405,-0.08576750747405015,-0.08577472786018353,-0.2676984715588768,-0.0833064441185529,-0.08331772728052181,-0.2773273130469435,-0.4934853425599933,0.19373044619440186,0.1413057805223883,-0.5700052444310584,-0.03229168418603131,-0.3564339135198682,-0.5234339584689209,-0.2848973015601448,0.0,0.16007706946382405,0.5980106623859558,0.6258259022087178,-0.7370931557377919,2.0486912736692338,0.8057638271099838,-0.7860171931689892,2.4442685843972605,1.2837911509775244,1.7557466404447435,-0.25985167722575503,-0.7214061158367512,-0.31328534633668925,-0.2571623052545907,-0.690753873923488,-0.2912615929623454,-0.2684116936829661,0.0,-0.19383070892938825,-0.08417032310207828,-0.7355069087515209,-0.2810832487276961,1.0,training,0.03034134007585335,,1,0.2826678005385581,-1.6142730577505804,-33.56981,6.4143414
