f0,f1,f2,f3,f4,f5,f6,f7,label,subset,closest_centroid,x_pca,y_pca,x_mds,y_mds,r,r_diff
-1.0157556819102835,-0.7409049043023005,0.4649291044073629,0.2124107978918328,1.0218337265164086,2.1173906025026783,1.1951916295679412,-1.85346922302326,0.0,training,0,0.182569774038683,-0.8644448512562989,,,0.145,
-0.015846574434711717,-0.6203317628701344,-0.3606136633449673,0.5285788076243653,0.2782183945737891,2.421026033217168,0.1708479410564825,-1.997570326246632,0.0,training,0,-0.05348869961211341,-0.8104015848391762,,,0.15,
0.9345706130022088,-1.361562098498998,-1.59618135533075,-1.4797113245837754,-2.0351249245385983,1.153166285370405,0.5891052375572708,0.13920522055998535,0.0,training,0,0.5915541274197221,-0.0534176771488916,,,0.0705,
0.2744849427404095,-1.3151580233236888,-0.42154563553977376,-1.3525608399601166,-1.2604167903690435,-1.1788590478634078,1.0455374528012356,1.1539918679472625,0.0,training,2,0.7431591518217961,0.3268681665788952,,,0.1345,
-1.3728534970939816,-1.3834006660023976,-1.4230590670103718,-0.8186375973514926,0.8087207661037248,-0.8405091307481407,0.7323146177455642,0.598222896361187,0.0,training,0,0.7662326133503811,-0.07729422877803228,,,0.1685,
-0.8589833768809657,-1.5445259846056472,-2.167926578596271,-0.9774693562816166,0.157881051385819,0.6377894273904174,0.5334607102029145,-0.0422361668192956,0.0,training,0,0.7401057760561428,-0.3289864236242343,,,0.1755,
-1.1954646193681784,-1.9026815210538657,-2.2061169443227526,-0.8201993568561001,-0.8514421726100301,0.3211725450278422,0.8536678910428273,0.5224592393488434,0.0,training,0,0.8775109525604873,-0.2022151358132643,,,0.11800000000000001,
0.8345205373176381,-1.2317645630805176,-0.9539106690003047,-1.023651055119507,-1.4336017877367981,2.050731112596296,0.7555330602438285,-0.8767199903330926,0.0,training,0,0.4225623800718983,-0.41646298108362595,,,0.11900000000000001,
-1.7050428749201745,-1.980508857563752,-1.9348195748657957,-0.6294370863702309,0.0922816028603043,0.971067128341487,1.1572244040955646,-0.2645296125850163,0.0,training,0,0.7983102666217124,-0.519128536335768,,,0.12,
-0.038732740270515945,-0.6510282815483752,-0.15730118000947405,-0.2927268269245276,0.17312576196966098,1.5530994727048637,0.6368784641332217,-1.1500373789244842,0.0,training,0,0.24163087446420914,-0.8029393561689139,,,0.35600000000000004,
0.025829163645216136,-0.19364148398792025,-0.2639750991420693,-0.03732813705423926,0.13616728483969187,1.1659294344346007,0.11034460157595052,-0.7880935235178694,0.0,training,0,0.06026791786073978,-0.7252572926701939,,,0.5035,
0.18228046769677736,-0.6992193645662579,1.6954339761791124,-0.8561736484339352,0.816373314410694,1.2802616956824888,1.8317066378277849,-1.539861876786616,0.0,training,0,0.16774900793167097,-0.6069482935572389,,,0.1085,
-0.1507702589393625,-0.7723417474231885,-0.4038717893236909,-0.2855618241278409,0.030970459374601137,0.6212672862275879,0.4864012224065287,-0.505460759264802,0.0,training,0,0.5282064466940789,-0.7544559019710976,,,0.5305,
-1.5241696707060504,-0.26979019633446394,-0.8341376505804255,1.0256157428649586,2.2540207767129865,0.22905271059688026,-0.4574666626286424,-0.961971216556216,0.0,training,0,-0.07112089741806224,-0.4611710190963456,,,0.11800000000000001,
0.07123172470008504,-1.610652453885787,-0.98164778490866,-2.057476910761131,-2.1944339373905533,0.02906288626989757,1.630754519553788,1.2183200889585757,0.0,training,2,0.8826868189772649,0.1335938995755204,,,0.049,
-0.031501395580087375,-0.6954228531122032,-0.7371600690658496,-0.2748799063147171,-0.9745180222360744,1.94780029096546,0.5087379522064706,-0.7597773650476658,0.0,training,0,0.4270182430273495,-0.5590735406630081,,,0.27699999999999997,
-0.5536092710536247,-1.6557702495920268,-1.0240419811174868,-0.4528759236068298,1.1183037438710477,1.4654597401366292,0.8551348421354118,-1.5974685993397069,0.0,training,0,0.3315665873421123,-0.8135246886841591,,,0.171,
-1.1975175647147185,-0.8632633217701684,-0.4246711011542224,-0.3192587115970821,-0.1882787436578708,0.5999407606786441,1.0305871468147858,0.01092494164447851,0.0,training,0,0.9201555065076163,-0.504046180367723,,,0.4425,
-0.4415003358412621,-1.8871045238890043,-1.3123976206172312,-0.6213798023208552,0.5069166548802586,2.3329834532507308,1.053103192336914,-1.8540085611395207,0.0,training,0,0.3832619636282399,-0.796065488574132,,,0.1165,
-0.6167222643056032,-0.9857838141480892,-2.021623391824064,0.06469790564451469,1.0098994460289796,-0.7781807402196643,-0.6534182528074671,0.1123195099125957,0.0,training,0,0.23889400340873163,-0.02973450567916628,,,0.1895,
-0.2410390060224755,-1.8209822997977407,-1.52535727283946,-2.0161274473111104,-1.7885869952704692,0.6347189044394134,1.5789641307193374,0.7844057063176376,0.0,training,0,0.9122939818824526,-0.049105701281123286,,,0.063,
-0.7174653321890829,-1.0758359653488159,-0.8138708231511219,-0.9401888850752941,-1.2977544236600091,1.9743470466746393,1.3699365928087646,-0.2454996697744842,0.0,training,0,0.7895033884571455,-0.44374554810117234,,,0.187,
