f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
2.181870804896271,0.3946213945172107,-0.3046699741818584,-0.7426146733197295,0.0757037690582547,-0.3413552314776442,-0.6220353750368982,0.7113905397851923,1.1276647179804875,0.2945986583782543,1.0,0.2126774351443955,,1,2.181870804896271,0.3946213945172107,,
1.3415308232101892,0.9372112176795596,-0.8417018604656611,-0.6786227645517237,-0.7512797925686016,1.7197800630144642,0.9160912946508531,1.3403304449540046,2.3927269146661896,0.40169827390634666,1.0,0.024963289280469897,,1,1.3415308232101892,0.9372112176795596,,
0.5361580230469053,0.1592270980705668,-1.6138965467633315,0.1722296928942756,0.7424144120767224,-1.0961657552720587,1.980649604240151,0.0369472364315642,2.352071743648843,0.8192978272418227,0.0,0.038913362701908955,,0,0.5361580230469053,0.1592270980705668,,
0.3194690396406224,-1.1238373457352488,-0.08425929572062875,-1.1604548314126826,1.5661414348868905,-0.2408630933191085,0.5844146086445011,-0.8715538889138255,0.028316992584106762,0.1645706244691911,0.0,0.14390602055800295,,0,0.3194690396406224,-1.1238373457352488,,
1.3810955245777294,0.08148295956354039,-1.7959433771002202,0.6840974604621544,0.1928447896447647,-2.076897423504625,1.9400695669759485,1.4118062566862264,1.5403146314350402,-0.0423215039998487,0.0,0.023005384238864415,,1,1.3810955245777294,0.08148295956354039,,
0.8279453137630542,0.6582686390027563,-0.4977757465408557,-0.9532361257871852,-0.7073390812435655,0.0715276045880269,-0.7975859017623108,-0.3892148278605938,0.9795852528614714,0.4773597840407504,1.0,0.280714635340186,,1,0.8279453137630542,0.6582686390027563,,
-1.1177119244028393,-1.148821529088401,-1.176378906060923,-0.09850052926595587,-0.5787591756615018,-1.1602995898147486,0.2992866956864537,0.719114702733955,-0.255809751566426,-0.3885682279913124,0.0,0.1759667156142927,,0,-1.1177119244028393,-1.148821529088401,,
-1.6571665073999475,0.3504279013918809,0.1580462324790439,-0.8500861709593003,0.467181025765783,-1.2228856452339831,0.8660939230976814,0.4093232406072213,-0.22776600774185365,0.05981899252279437,0.0,0.14537444933920704,,0,-1.6571665073999475,0.3504279013918809,,
0.7831337753786567,0.84027400805615,-0.3539501091396711,-1.2292802525483308,-0.7735860630508771,-0.4849145439108919,-0.18289797909144606,0.8170878113143787,0.3485687268804378,-0.02451203463902195,1.0,0.3086147821830641,,1,0.7831337753786567,0.84027400805615,,
-2.2639962742687736,0.036366456090994335,0.9771758717204048,-2.9580475971744318,0.06798485059964157,-0.2873593890835865,0.4861543864049668,-0.1080039581346498,-1.7165806800127597,-0.5053888519051384,0.0,0.07929515418502203,,0,-2.2639962742687736,0.036366456090994335,,
0.9131167951644168,-0.2319222113353353,-0.6420690752980484,-0.8670522055964621,-0.8606050519889746,0.3216080406015713,-1.2144832903865233,-0.6550038074542741,0.8505693150998164,0.4867585820442173,1.0,0.22540381791483113,,1,0.9131167951644168,-0.2319222113353353,,
-0.2533180364866212,-0.3171019301485956,0.02738956894518112,-0.17009978540187826,-0.1899005248523604,-0.3696960471029727,-0.27823190349718946,-0.22486619635470373,0.9739675689505846,0.4622829811174649,0.0,0.3267254038179148,,0,-0.2533180364866212,-0.3171019301485956,,
-0.33503786609874475,0.3636868635811586,0.16300689075339606,-1.2350070536339421,-0.8445559726997965,0.32675647444388434,-0.7636310268269519,0.10608045387837084,-0.4910622088679245,-0.6201104180635014,0.0,0.2655408712677435,,0,-0.33503786609874475,0.3636868635811586,,
0.18165522344839374,-0.5827392693241912,0.08711665016129749,-1.7912397959373705,1.1933993110047714,-0.5194912305301232,0.9720922645186116,-0.4126324393084044,1.3179974414608124,0.5518968899024219,0.0,0.10817425354870289,,0,0.18165522344839374,-0.5827392693241912,,
-1.723898708374671,-0.5172537869668666,0.10510308000400867,-2.3528501259923846,-1.0502951589391345,1.5772300524031269,1.4347563587461465,0.2725300139490917,-0.0733605763200678,-0.07003277524730075,0.0,0.05555555555555555,,0,-1.723898708374671,-0.5172537869668666,,
-2.2755105133984963,-1.1442211774097006,0.7293783976664061,-2.275139771198535,-0.6637912310031621,-0.02914607218764257,-0.19154467569584946,0.0025263887605739173,-1.579801506974825,-0.9793215518316134,0.0,0.11722956436612825,,0,-2.2755105133984963,-1.1442211774097006,,
-1.2736510172695197,-0.4097263842196462,-0.3074943485341703,-1.5380292791046304,0.2876485846724982,1.863125159673506,1.684769405208204,0.1564536451909779,1.7081828992635877,0.02653326808572147,0.0,0.020313264806656878,,0,-1.2736510172695197,-0.4097263842196462,,
1.3046515326305042,-1.6602528831919374,-1.519574785910603,0.7346319045040584,0.8595906593039835,-2.134374394745292,0.8408755012129413,0.4776732069660246,1.3726361724726994,-0.2351724273524221,0.0,0.05849241311796378,,0,1.3046515326305042,-1.6602528831919374,,
1.9287973685696376,-2.2851201437701976,-0.7551907515500764,0.11924271020932264,1.3476940661268164,-0.5539639300553335,-0.19052215264470246,0.3183193662583015,1.1903717629804218,0.5467824357210207,1.0,0.06191874694077337,,1,1.9287973685696376,-2.2851201437701976,,
