col_num,subset,density_in_train,density_in_unseen,d0_mark,density_diff,unseen_centroid,dist_train_d0,data_similarity,div_index
0,training,,,,,,,,
1,training,,,,,,,,
2,training,,,,,,,,
3,training,,,,,,,,
4,training,,,,,,,,
5,training,,,,,,,,
6,training,,,,,,,,
7,training,,,,,,,,
8,training,,,,,,,,
9,training,,,,,,,,
10,training,,,,,,,,
11,training,,,,,,,,
12,training,,,,,,,,
13,training,,,,,,,,
14,training,,,,,,,,
15,training,,,,,,,,
16,training,,,,,,,,
17,training,,,,,,,,
18,training,,,,,,,,
19,training,,,,,,,,
20,training,,,,,,,,
21,training,,,,,,,,
22,training,,,,,,,,
23,training,,,,,,,,
24,training,,,,,,,,
25,training,,,,,,,,
26,training,,,,,,,,
27,training,,,,,,,,
28,training,,,,,,,,
29,training,,,,,,,,
30,training,,,,,,,,
31,training,,,,,,,,
32,training,,,,,,,,
33,training,,,,,,,,
34,training,,,,,,,,
35,training,,,,,,,,
36,training,,,,,,,,
37,training,,,,,,,,
38,training,,,,,,,,
39,training,,,,,,,,
40,training,,,,,,,,
41,training,,,,,,,,
42,training,,,,,,,,
43,training,,,,,,,,
44,training,,,,,,,,
45,training,,,,,,,,
46,training,,,,,,,,
47,training,,,,,,,,
48,training,,,,,,,,
49,training,,,,,,,,
50,training,,,,,,,,
51,training,,,,,,,,
52,training,,,,,,,,
53,training,,,,,,,,
54,training,,,,,,,,
55,training,,,,,,,,
56,training,,,,,,,,
57,training,,,,,,,,
58,training,,,,,,,,
59,training,,,,,,,,
60,training,,,,,,,,
61,training,,,,,,,,
62,training,,,,,,,,
63,training,,,,,,,,
64,training,,,,,,,,
65,training,,,,,,,,
66,training,,,,,,,,
67,training,,,,,,,,
68,training,,,,,,,,
69,training,,,,,,,,
70,training,,,,,,,,
71,training,,,,,,,,
72,training,,,,,,,,
73,training,,,,,,,,
74,training,,,,,,,,
75,training,,,,,,,,
76,training,,,,,,,,
77,training,,,,,,,,
78,training,,,,,,,,
79,training,,,,,,,,
80,training,,,,,,,,
81,training,,,,,,,,
82,training,,,,,,,,
83,training,,,,,,,,
84,training,,,,,,,,
85,training,,,,,,,,
86,training,,,,,,,,
87,training,,,,,,,,
88,training,,,,,,,,
89,training,,,,,,,,
90,training,,,,,,,,
91,training,,,,,,,,
92,training,,,,,,,,
93,training,,,,,,,,
94,training,,,,,,,,
95,training,,,,,,,,
96,training,,,,,,,,
97,training,,,,,,,,
98,training,,,,,,,,
99,training,,,,,,,,
100,training,,,,,,,,
101,training,,,,,,,,
102,training,,,,,,,,
103,training,,,,,,,,
104,training,,,,,,,,
105,training,,,,,,,,
106,training,,,,,,,,
107,training,,,,,,,,
108,training,,,,,,,,
109,training,,,,,,,,
110,training,,,,,,,,
111,training,,,,,,,,
112,training,,,,,,,,
113,training,,,,,,,,
114,training,,,,,,,,
115,training,,,,,,,,
116,training,,,,,,,,
117,training,,,,,,,,
118,training,,,,,,,,
119,training,,,,,,,,
120,training,,,,,,,,
121,training,,,,,,,,
122,training,,,,,,,,
123,training,,,,,,,,
124,training,,,,,,,,
125,training,,,,,,,,
126,training,,,,,,,,
127,training,,,,,,,,
128,training,,,,,,,,
129,training,,,,,,,,
130,training,,,,,,,,
131,training,,,,,,,,
132,training,,,,,,,,
133,training,,,,,,,,
134,training,,,,,,,,
135,training,,,,,,,,
136,training,,,,,,,,
137,training,,,,,,,,
138,training,,,,,,,,
139,training,,,,,,,,
140,training,,,,,,,,
141,training,,,,,,,,
142,training,,,,,,,,
143,training,,,,,,,,
144,training,,,,,,,,
145,training,,,,,,,,
146,training,,,,,,,,
147,training,,,,,,,,
148,training,,,,,,,,
149,training,,,,,,,,
150,training,,,,,,,,
151,training,,,,,,,,
152,training,,,,,,,,
153,training,,,,,,,,
154,training,,,,,,,,
155,training,,,,,,,,
156,training,,,,,,,,
157,training,,,,,,,,
158,training,,,,,,,,
159,training,,,,,,,,
160,training,,,,,,,,
161,training,,,,,,,,
162,training,,,,,,,,
163,training,,,,,,,,
164,training,,,,,,,,
165,training,,,,,,,,
166,training,,,,,,,,
167,training,,,,,,,,
168,training,,,,,,,,
169,training,,,,,,,,
170,training,,,,,,,,
171,training,,,,,,,,
172,training,,,,,,,,
173,training,,,,,,,,
174,training,,,,,,,,
175,training,,,,,,,,
176,training,,,,,,,,
177,training,,,,,,,,
178,training,,,,,,,,
179,training,,,,,,,,
180,training,,,,,,,,
181,training,,,,,,,,
182,training,,,,,,,,
183,training,,,,,,,,
184,training,,,,,,,,
185,training,,,,,,,,
186,training,,,,,,,,
187,training,,,,,,,,
188,training,,,,,,,,
189,training,,,,,,,,
190,training,,,,,,,,
191,training,,,,,,,,
192,training,,,,,,,,
193,training,,,,,,,,
194,training,,,,,,,,
195,training,,,,,,,,
196,training,,,,,,,,
197,training,,,,,,,,
198,training,,,,,,,,
199,training,,,,,,,,
200,training,,,,,,,,
201,training,,,,,,,,
202,training,,,,,,,,
203,training,,,,,,,,
204,training,,,,,,,,
205,training,,,,,,,,
206,training,,,,,,,,
207,training,,,,,,,,
208,training,,,,,,,,
209,training,,,,,,,,
210,training,,,,,,,,
211,training,,,,,,,,
212,training,,,,,,,,
213,training,,,,,,,,
214,training,,,,,,,,
215,training,,,,,,,,
216,training,,,,,,,,
217,training,,,,,,,,
218,training,,,,,,,,
219,training,,,,,,,,
220,training,,,,,,,,
221,training,,,,,,,,
222,training,,,,,,,,
223,training,,,,,,,,
224,training,,,,,,,,
225,training,,,,,,,,
226,training,,,,,,,,
227,training,,,,,,,,
228,training,,,,,,,,
229,training,,,,,,,,
230,training,,,,,,,,
231,training,,,,,,,,
232,training,,,,,,,,
233,training,,,,,,,,
234,training,,,,,,,,
235,training,,,,,,,,
236,training,,,,,,,,
237,training,,,,,,,,
238,training,,,,,,,,
239,training,,,,,,,,
240,training,,,,,,,,
241,training,,,,,,,,
242,training,,,,,,,,
243,training,,,,,,,,
244,training,,,,,,,,
245,training,,,,,,,,
246,training,,,,,,,,
247,training,,,,,,,,
248,training,,,,,,,,
249,training,,,,,,,,
250,training,,,,,,,,
251,training,,,,,,,,
252,training,,,,,,,,
253,training,,,,,,,,
254,training,,,,,,,,
255,training,,,,,,,,
256,training,,,,,,,,
257,training,,,,,,,,
258,training,,,,,,,,
259,training,,,,,,,,
260,training,,,,,,,,
261,training,,,,,,,,
262,training,,,,,,,,
263,training,,,,,,,,
264,training,,,,,,,,
265,training,,,,,,,,
266,training,,,,,,,,
267,training,,,,,,,,
268,training,,,,,,,,
269,training,,,,,,,,
270,training,,,,,,,,
271,training,,,,,,,,
272,training,,,,,,,,
273,training,,,,,,,,
274,training,,,,,,,,
275,training,,,,,,,,
276,training,,,,,,,,
277,training,,,,,,,,
278,training,,,,,,,,
279,training,,,,,,,,
280,training,,,,,,,,
281,training,,,,,,,,
282,training,,,,,,,,
283,training,,,,,,,,
284,training,,,,,,,,
285,training,,,,,,,,
286,training,,,,,,,,
287,training,,,,,,,,
288,training,,,,,,,,
289,training,,,,,,,,
290,training,,,,,,,,
291,training,,,,,,,,
292,training,,,,,,,,
293,training,,,,,,,,
294,training,,,,,,,,
295,training,,,,,,,,
296,training,,,,,,,,
297,training,,,,,,,,
298,training,,,,,,,,
299,training,,,,,,,,
300,training,,,,,,,,
301,training,,,,,,,,
302,training,,,,,,,,
303,training,,,,,,,,
304,training,,,,,,,,
305,training,,,,,,,,
306,training,,,,,,,,
307,training,,,,,,,,
308,training,,,,,,,,
309,training,,,,,,,,
310,training,,,,,,,,
311,training,,,,,,,,
312,training,,,,,,,,
313,training,,,,,,,,
314,training,,,,,,,,
315,training,,,,,,,,
316,training,,,,,,,,
317,training,,,,,,,,
318,training,,,,,,,,
319,training,,,,,,,,
320,training,,,,,,,,
321,training,,,,,,,,
322,training,,,,,,,,
323,training,,,,,,,,
324,training,,,,,,,,
325,training,,,,,,,,
326,training,,,,,,,,
327,training,,,,,,,,
328,training,,,,,,,,
329,training,,,,,,,,
330,training,,,,,,,,
331,training,,,,,,,,
332,training,,,,,,,,
333,training,,,,,,,,
334,training,,,,,,,,
335,training,,,,,,,,
336,training,,,,,,,,
337,training,,,,,,,,
338,training,,,,,,,,
339,training,,,,,,,,
340,training,,,,,,,,
341,training,,,,,,,,
342,training,,,,,,,,
343,training,,,,,,,,
344,training,,,,,,,,
345,training,,,,,,,,
346,training,,,,,,,,
347,training,,,,,,,,
348,training,,,,,,,,
349,training,,,,,,,,
350,training,,,,,,,,
351,training,,,,,,,,
352,training,,,,,,,,
353,training,,,,,,,,
354,training,,,,,,,,
355,training,,,,,,,,
356,training,,,,,,,,
357,training,,,,,,,,
358,training,,,,,,,,
359,training,,,,,,,,
360,training,,,,,,,,
361,training,,,,,,,,
362,training,,,,,,,,
363,training,,,,,,,,
364,training,,,,,,,,
365,training,,,,,,,,
366,training,,,,,,,,
367,training,,,,,,,,
368,training,,,,,,,,
369,training,,,,,,,,
370,training,,,,,,,,
371,training,,,,,,,,
372,training,,,,,,,,
373,training,,,,,,,,
374,training,,,,,,,,
375,training,,,,,,,,
376,training,,,,,,,,
377,training,,,,,,,,
378,training,,,,,,,,
379,training,,,,,,,,
380,training,,,,,,,,
381,training,,,,,,,,
382,training,,,,,,,,
383,training,,,,,,,,
384,training,,,,,,,,
385,training,,,,,,,,
386,training,,,,,,,,
387,training,,,,,,,,
388,training,,,,,,,,
389,training,,,,,,,,
390,training,,,,,,,,
391,training,,,,,,,,
392,training,,,,,,,,
393,training,,,,,,,,
394,training,,,,,,,,
395,training,,,,,,,,
396,training,,,,,,,,
397,training,,,,,,,,
398,training,,,,,,,,
399,training,,,,,,,,
400,training,,,,,,,,
401,training,,,,,,,,
402,training,,,,,,,,
403,training,,,,,,,,
404,training,,,,,,,,
405,training,,,,,,,,
406,training,,,,,,,,
407,training,,,,,,,,
408,training,,,,,,,,
409,training,,,,,,,,
410,training,,,,,,,,
411,training,,,,,,,,
412,training,,,,,,,,
413,training,,,,,,,,
414,training,,,,,,,,
415,training,,,,,,,,
416,training,,,,,,,,
417,training,,,,,,,,
418,training,,,,,,,,
419,training,,,,,,,,
420,training,,,,,,,,
421,training,,,,,,,,
422,training,,,,,,,,
423,training,,,,,,,,
424,training,,,,,,,,
425,training,,,,,,,,
426,training,,,,,,,,
427,training,,,,,,,,
428,training,,,,,,,,
429,training,,,,,,,,
430,training,,,,,,,,
431,training,,,,,,,,
432,training,,,,,,,,
433,training,,,,,,,,
434,training,,,,,,,,
435,training,,,,,,,,
436,training,,,,,,,,
437,training,,,,,,,,
438,training,,,,,,,,
439,training,,,,,,,,
440,training,,,,,,,,
441,training,,,,,,,,
442,training,,,,,,,,
443,training,,,,,,,,
444,training,,,,,,,,
445,training,,,,,,,,
446,training,,,,,,,,
447,training,,,,,,,,
448,training,,,,,,,,
449,training,,,,,,,,
450,training,,,,,,,,
451,training,,,,,,,,
452,training,,,,,,,,
453,training,,,,,,,,
454,training,,,,,,,,
455,training,,,,,,,,
456,training,,,,,,,,
457,training,,,,,,,,
458,training,,,,,,,,
459,training,,,,,,,,
460,training,,,,,,,,
461,training,,,,,,,,
462,training,,,,,,,,
463,training,,,,,,,,
464,training,,,,,,,,
465,training,,,,,,,,
466,training,,,,,,,,
467,training,,,,,,,,
468,training,,,,,,,,
469,training,,,,,,,,
470,training,,,,,,,,
471,training,,,,,,,,
472,training,,,,,,,,
473,training,,,,,,,,
474,training,,,,,,,,
475,training,,,,,,,,
476,training,,,,,,,,
477,training,,,,,,,,
478,training,,,,,,,,
479,training,,,,,,,,
480,training,,,,,,,,
481,training,,,,,,,,
482,training,,,,,,,,
483,training,,,,,,,,
484,training,,,,,,,,
485,training,,,,,,,,
486,training,,,,,,,,
487,training,,,,,,,,
488,training,,,,,,,,
489,training,,,,,,,,
490,training,,,,,,,,
491,training,,,,,,,,
492,training,,,,,,,,
493,training,,,,,,,,
494,training,,,,,,,,
495,training,,,,,,,,
496,training,,,,,,,,
497,training,,,,,,,,
498,training,,,,,,,,
499,training,,,,,,,,
500,training,,,,,,,,
501,training,,,,,,,,
502,training,,,,,,,,
503,training,,,,,,,,
504,training,,,,,,,,
505,training,,,,,,,,
506,training,,,,,,,,
507,training,,,,,,,,
508,training,,,,,,,,
509,training,,,,,,,,
510,training,,,,,,,,
511,training,,,,,,,,
512,training,,,,,,,,
513,training,,,,,,,,
514,training,,,,,,,,
515,training,,,,,,,,
516,training,,,,,,,,
517,training,,,,,,,,
518,training,,,,,,,,
519,training,,,,,,,,
520,training,,,,,,,,
521,training,,,,,,,,
522,training,,,,,,,,
523,training,,,,,,,,
524,training,,,,,,,,
525,training,,,,,,,,
526,training,,,,,,,,
527,training,,,,,,,,
528,training,,,,,,,,
529,training,,,,,,,,
530,training,,,,,,,,
531,training,,,,,,,,
532,training,,,,,,,,
533,training,,,,,,,,
534,training,,,,,,,,
535,training,,,,,,,,
536,training,,,,,,,,
537,training,,,,,,,,
538,training,,,,,,,,
539,training,,,,,,,,
540,training,,,,,,,,
541,training,,,,,,,,
542,training,,,,,,,,
543,training,,,,,,,,
544,training,,,,,,,,
545,training,,,,,,,,
546,training,,,,,,,,
547,training,,,,,,,,
548,training,,,,,,,,
549,training,,,,,,,,
550,training,,,,,,,,
551,training,,,,,,,,
552,training,,,,,,,,
553,training,,,,,,,,
554,training,,,,,,,,
555,training,,,,,,,,
556,training,,,,,,,,
557,training,,,,,,,,
558,training,,,,,,,,
559,training,,,,,,,,
560,training,,,,,,,,
561,training,,,,,,,,
562,training,,,,,,,,
563,training,,,,,,,,
564,training,,,,,,,,
565,training,,,,,,,,
566,training,,,,,,,,
567,training,,,,,,,,
568,training,,,,,,,,
569,training,,,,,,,,
570,training,,,,,,,,
571,training,,,,,,,,
572,training,,,,,,,,
573,training,,,,,,,,
574,training,,,,,,,,
575,training,,,,,,,,
576,training,,,,,,,,
577,training,,,,,,,,
578,training,,,,,,,,
579,training,,,,,,,,
580,training,,,,,,,,
581,training,,,,,,,,
582,training,,,,,,,,
583,training,,,,,,,,
584,training,,,,,,,,
585,training,,,,,,,,
586,training,,,,,,,,
587,training,,,,,,,,
588,training,,,,,,,,
589,training,,,,,,,,
590,training,,,,,,,,
591,training,,,,,,,,
592,training,,,,,,,,
593,training,,,,,,,,
594,training,,,,,,,,
595,training,,,,,,,,
596,training,,,,,,,,
597,training,,,,,,,,
598,training,,,,,,,,
599,training,,,,,,,,
600,training,,,,,,,,
601,training,,,,,,,,
602,training,,,,,,,,
603,training,,,,,,,,
604,training,,,,,,,,
605,training,,,,,,,,
606,training,,,,,,,,
607,training,,,,,,,,
608,training,,,,,,,,
609,training,,,,,,,,
610,training,,,,,,,,
611,training,,,,,,,,
612,training,,,,,,,,
613,training,,,,,,,,
614,training,,,,,,,,
615,training,,,,,,,,
616,training,,,,,,,,
617,training,,,,,,,,
618,training,,,,,,,,
619,training,,,,,,,,
620,training,,,,,,,,
621,training,,,,,,,,
622,training,,,,,,,,
623,training,,,,,,,,
624,training,,,,,,,,
625,training,,,,,,,,
626,training,,,,,,,,
627,training,,,,,,,,
628,training,,,,,,,,
629,training,,,,,,,,
630,training,,,,,,,,
631,training,,,,,,,,
632,training,,,,,,,,
633,training,,,,,,,,
634,training,,,,,,,,
635,training,,,,,,,,
636,training,,,,,,,,
637,training,,,,,,,,
638,training,,,,,,,,
639,training,,,,,,,,
640,training,,,,,,,,
641,training,,,,,,,,
642,training,,,,,,,,
643,training,,,,,,,,
644,training,,,,,,,,
645,training,,,,,,,,
646,training,,,,,,,,
647,training,,,,,,,,
648,training,,,,,,,,
649,training,,,,,,,,
650,training,,,,,,,,
651,training,,,,,,,,
652,training,,,,,,,,
653,training,,,,,,,,
654,training,,,,,,,,
655,training,,,,,,,,
656,training,,,,,,,,
657,training,,,,,,,,
658,training,,,,,,,,
659,training,,,,,,,,
660,training,,,,,,,,
661,training,,,,,,,,
662,training,,,,,,,,
663,training,,,,,,,,
664,training,,,,,,,,
665,training,,,,,,,,
666,training,,,,,,,,
667,training,,,,,,,,
668,training,,,,,,,,
669,training,,,,,,,,
670,training,,,,,,,,
671,training,,,,,,,,
672,training,,,,,,,,
673,training,,,,,,,,
674,training,,,,,,,,
675,training,,,,,,,,
676,training,,,,,,,,
677,training,,,,,,,,
678,training,,,,,,,,
679,training,,,,,,,,
680,training,,,,,,,,
681,training,,,,,,,,
682,training,,,,,,,,
683,training,,,,,,,,
684,training,,,,,,,,
685,training,,,,,,,,
686,training,,,,,,,,
687,training,,,,,,,,
688,training,,,,,,,,
689,training,,,,,,,,
690,training,,,,,,,,
691,training,,,,,,,,
692,training,,,,,,,,
693,training,,,,,,,,
694,training,,,,,,,,
695,training,,,,,,,,
696,training,,,,,,,,
697,training,,,,,,,,
698,training,,,,,,,,
699,training,,,,,,,,
700,training,,,,,,,,
701,training,,,,,,,,
702,training,,,,,,,,
703,training,,,,,,,,
704,training,,,,,,,,
705,training,,,,,,,,
706,training,,,,,,,,
707,training,,,,,,,,
708,training,,,,,,,,
709,training,,,,,,,,
710,training,,,,,,,,
711,training,,,,,,,,
712,training,,,,,,,,
713,training,,,,,,,,
714,training,,,,,,,,
715,training,,,,,,,,
716,training,,,,,,,,
717,training,,,,,,,,
718,training,,,,,,,,
719,training,,,,,,,,
720,training,,,,,,,,
721,training,,,,,,,,
722,training,,,,,,,,
723,training,,,,,,,,
724,training,,,,,,,,
725,training,,,,,,,,
726,training,,,,,,,,
727,training,,,,,,,,
728,training,,,,,,,,
729,training,,,,,,,,
730,training,,,,,,,,
731,training,,,,,,,,
732,training,,,,,,,,
733,training,,,,,,,,
734,training,,,,,,,,
735,training,,,,,,,,
736,training,,,,,,,,
737,training,,,,,,,,
738,training,,,,,,,,
739,training,,,,,,,,
740,training,,,,,,,,
741,training,,,,,,,,
742,training,,,,,,,,
743,training,,,,,,,,
744,training,,,,,,,,
745,training,,,,,,,,
746,training,,,,,,,,
747,training,,,,,,,,
748,training,,,,,,,,
749,training,,,,,,,,
750,training,,,,,,,,
751,training,,,,,,,,
752,training,,,,,,,,
753,training,,,,,,,,
754,training,,,,,,,,
755,training,,,,,,,,
756,training,,,,,,,,
757,training,,,,,,,,
758,training,,,,,,,,
759,training,,,,,,,,
760,training,,,,,,,,
761,training,,,,,,,,
762,training,,,,,,,,
763,training,,,,,,,,
764,training,,,,,,,,
765,training,,,,,,,,
766,training,,,,,,,,
767,training,,,,,,,,
768,training,,,,,,,,
769,training,,,,,,,,
770,training,,,,,,,,
771,training,,,,,,,,
772,training,,,,,,,,
773,training,,,,,,,,
774,training,,,,,,,,
775,training,,,,,,,,
776,training,,,,,,,,
777,training,,,,,,,,
778,training,,,,,,,,
779,training,,,,,,,,
780,training,,,,,,,,
781,training,,,,,,,,
782,training,,,,,,,,
783,training,,,,,,,,
784,training,,,,,,,,
785,training,,,,,,,,
786,training,,,,,,,,
787,training,,,,,,,,
788,training,,,,,,,,
789,training,,,,,,,,
790,training,,,,,,,,
791,training,,,,,,,,
792,training,,,,,,,,
793,training,,,,,,,,
794,training,,,,,,,,
795,training,,,,,,,,
796,training,,,,,,,,
797,training,,,,,,,,
798,training,,,,,,,,
799,training,,,,,,,,
800,training,,,,,,,,
801,training,,,,,,,,
802,training,,,,,,,,
803,training,,,,,,,,
804,training,,,,,,,,
805,training,,,,,,,,
806,training,,,,,,,,
807,training,,,,,,,,
808,training,,,,,,,,
809,training,,,,,,,,
810,training,,,,,,,,
811,training,,,,,,,,
812,training,,,,,,,,
813,training,,,,,,,,
814,training,,,,,,,,
815,training,,,,,,,,
816,training,,,,,,,,
817,training,,,,,,,,
818,training,,,,,,,,
819,training,,,,,,,,
820,training,,,,,,,,
821,training,,,,,,,,
822,training,,,,,,,,
823,training,,,,,,,,
824,training,,,,,,,,
825,training,,,,,,,,
826,training,,,,,,,,
827,training,,,,,,,,
828,training,,,,,,,,
829,training,,,,,,,,
830,training,,,,,,,,
831,training,,,,,,,,
832,training,,,,,,,,
833,training,,,,,,,,
834,training,,,,,,,,
835,training,,,,,,,,
836,training,,,,,,,,
837,training,,,,,,,,
838,training,,,,,,,,
839,training,,,,,,,,
840,training,,,,,,,,
841,training,,,,,,,,
842,training,,,,,,,,
843,training,,,,,,,,
844,training,,,,,,,,
845,training,,,,,,,,
846,training,,,,,,,,
847,training,,,,,,,,
848,training,,,,,,,,
849,training,,,,,,,,
850,training,,,,,,,,
851,training,,,,,,,,
852,training,,,,,,,,
853,training,,,,,,,,
854,training,,,,,,,,
855,training,,,,,,,,
856,training,,,,,,,,
857,training,,,,,,,,
858,training,,,,,,,,
859,training,,,,,,,,
860,training,,,,,,,,
861,training,,,,,,,,
862,training,,,,,,,,
863,training,,,,,,,,
864,training,,,,,,,,
865,training,,,,,,,,
866,training,,,,,,,,
867,training,,,,,,,,
868,training,,,,,,,,
869,training,,,,,,,,
870,training,,,,,,,,
871,training,,,,,,,,
872,training,,,,,,,,
873,training,,,,,,,,
874,training,,,,,,,,
875,training,,,,,,,,
876,training,,,,,,,,
877,training,,,,,,,,
878,training,,,,,,,,
879,training,,,,,,,,
880,training,,,,,,,,
881,training,,,,,,,,
882,training,,,,,,,,
883,training,,,,,,,,
884,training,,,,,,,,
885,training,,,,,,,,
886,training,,,,,,,,
887,training,,,,,,,,
888,training,,,,,,,,
889,training,,,,,,,,
890,training,,,,,,,,
891,training,,,,,,,,
