f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,r
-0.3720317149442808,-1.0525692480046538,0.290947817669318,0.9251102939293655,-1.0410082817929576,-0.40631934248436513,0.4948622574057032,-0.07459443112342176,0,1.2150182321503766,252.8145
-0.7707130086800091,-0.45006652388414436,-0.716957828634937,-0.9161509805605947,-1.816897125020379,2.0483131366742615,1.173174106180562,0.25921946485844743,2,1.6374745426890636,108.01350000000001
-0.8057759059135489,-1.5400199668693553,0.9337319888631417,0.5849751197689386,-0.20442082833943623,-0.221046203406781,1.4319802265421937,-0.6291276427447872,0,0.9997122566767982,172.598
-0.4132743628914571,0.0005678573660861154,-0.6434483667239864,0.552438921049838,-0.49077426638962274,-0.09748401294853587,-0.4387745923710999,0.3584660429199825,2,1.5380070288400705,356.6315000000001
-1.452440601264851,0.6537812337303902,0.2094187828087395,-0.5850365204888945,-0.5857947112877332,-1.897609838767908,0.5181248561172914,2.504717492026026,2,1.4790286740742176,70.233
1.0155930426632436,-0.03934270115806543,1.2691198123576255,0.6302392911144465,-0.615464660949817,-1.4584199827505449,-0.1482422096385463,0.20654792510067324,1,1.040343624543648,206.6775
-0.5155243100680931,-0.19685080886422798,1.1593644825783622,-1.486335812435035,-0.3066046159982277,-0.6392805532475224,1.746557772390112,1.0112788603374923,2,1.5603182799017516,118.46300000000001
1.1663489336569806,0.7413066563317364,0.3685144691673848,-0.7579103836497056,-0.2239720146488487,-0.8660029904361619,-0.403281395803766,0.7411946200030072,1,1.069150478427053,224.31950000000003
0.04364934774321372,1.3717374017920019,2.455143592203244,0.010710363335235795,0.8349581829194855,0.7314201848428301,0.6743016045180885,-0.643915089661005,1,1.8073874381662263,64.279
-1.0363204079505124,0.2767906093350295,-0.6454892354334395,-0.8489651237135905,-0.15662833070064552,-1.4914698960993624,0.17931052680644177,1.9815301654342445,2,1.3382631241530754,131.417
0.5762451083223681,1.4349014147031465,1.355919102335286,-1.4809824434680383,2.1546194540923294,0.8473754993497465,0.3922046460083387,-0.6981639610765844,2,1.8013970227371343,48.59700000000001
0.1512940896800844,0.3449245615243527,0.6883266061131421,-1.7060514755863372,-0.7880884581215926,-1.500388234853591,0.9293528156433982,1.9210517650658792,2,1.5581644842528253,96.8895
1.590999885153718,0.23804712262297165,0.8045374523110715,-1.173448810214924,-0.10555049004227766,-0.501015505706981,0.19574972636212984,0.1320054651441886,1,1.2944012128309037,184.6355
-1.0721522707391518,1.26604647222819,-0.7847093892444323,-1.0992095871130938,-0.2814437949759288,-0.7668391015384396,-0.17299148426035021,2.249664491676773,2,1.1825767922673953,123.2115
0.01751159145132338,0.7793597948416809,-1.4514213523992043,-0.5326728140066036,0.3901832717814304,0.15215147606531124,-1.0333788153953551,0.6067181242558738,2,1.3145177241263486,205.288
-0.1412315968527679,0.3189850649745727,-0.42072089127870477,-0.5202990284266172,-0.8978097859347085,-0.5656686139655165,-0.05408176831499605,1.2649500379822922,2,1.1421578392297627,284.62250000000006
-0.5566793001650958,-1.3641639550657578,-0.6280368985709107,-0.5163337835943119,-0.2583782975528132,-0.10057369791909225,0.9100542888365785,0.06448223128679252,0,0.9364619016750144,284.922
1.5158220448266693,0.07275448580922862,0.4974199170562171,0.17233581909080814,0.5167281553381862,0.012944047239178953,-0.5735428204389357,-1.0019540391771784,1,0.9768368402946197,255.51000000000002
-0.5436852517553907,-1.367294075173169,0.42494819883864393,0.8662256006325627,0.7609547256011762,-0.8612302647459881,0.5596807190187848,-0.7450026431892001,0,1.087096131316454,196.98050000000003
0.022748465381638338,-0.0444797413835262,-0.22234574886337272,0.9752727848388216,0.437801098711834,0.4549537610773589,-0.6190414539218655,-0.8582207183135385,0,1.7294984932327218,336.521
-0.7261978957508172,-1.3358791265726013,0.8047675825362075,1.1981719077351551,0.04156481287622209,-0.9447892814561485,0.75086077148299,-0.47612431524406523,0,1.2013474057480278,160.96800000000002
0.5148396049259255,0.11941561038972229,0.2120214607227978,-0.4331198790399767,-0.27802403444307033,-0.47035147981432657,0.025849582385120685,0.3906818871519801,1,1.4919764417235137,398.98800000000006
0.003546321001343609,0.31717248968627754,-0.21156913417464934,0.8427048253299224,1.8440794170087778,-1.026436217387604,-1.1232823145572346,-0.4126282578167407,1,1.4997696185004692,167.49200000000002
1.1311873822445562,0.8338694901535981,0.5564376277254067,1.2302937833095582,1.2776144440666208,-0.05933611910272849,-1.4455511638452678,-1.22554977906934,1,1.1777316823103325,151.447
